"res_entry_id","political_function"
"CH_Gmuer_Alois_1955__1","NT_LE-LH_T3_NA_01"
"CH_Gmuer_Andrea_1964__1","NT_LE-LH_T3_NA_01"
"CH_Gnaegi_Rudolf_1917__1","NT_LE-LH_T3_NA_01"
"CH_Gobbi_Norman_1977__1","NT_LE-LH_T3_NA_01"
"CH_Gobet_Alexis_1943__1","NT_LE-LH_T3_NA_01"
"CH_Goessi_Petra_1976__1","NT_LE-LH_T3_NA_01"
"CH_Goetsch_Ulrich_1925__1","NT_LE-LH_T3_NA_01"
"CH_Golay_Roger_1959__1","NT_LE-LH_T3_NA_01"
"CH_Goll_Christine_1956__1","NT_LE-LH_T3_NA_01"
"CH_Gonseth_Ruth_1943__1","NT_LE-LH_T3_NA_01"
"CH_Gottret_Jules_1865__1","NT_LE-LH_T3_NA_01"
"CH_Graber_Jean_1946__1","NT_LE-LH_T3_NA_01"
"CH_Graber_Jean_1946__2","NT_LE-LH_T3_NA_01"
"CH_Graber_Konrad_1958__1","NT_LE-UH_T3_NA_01"
"CH_Graber_Pierre_1908__1","NT_LE-LH_T3_NA_01"
"CH_Graber_Pierre_1908__2","NT_LE-LH_T3_NA_01"
"CH_Graber_Rolf_1951__1","NT_LE-LH_T3_NA_01"
"CH_Graedel_Adolphe_1902__1","NT_LE-LH_T3_NA_01"
"CH_Graf_Edith_1964__1","NT_LE-LH_T3_NA_01"
"CH_Graf_Emil_1890__1","NT_LE-LH_T3_NA_01"
"CH_Graf_Hans_1922__1","NT_LE-LH_T3_NA_01"
"CH_Graf_Hermann_1893__1","NT_LE-LH_T3_NA_01"
"CH_Graf_Konrad_1919__1","NT_LE-UH_T3_NA_01"
"CH_Graf_Maya_1962__1","NT_LE-LH_T3_NA_01"
"CH_Grandjean_Jules_1901__1","NT_LE-LH_T3_NA_01"
"CH_Grass_Josias_1915__1","NT_LE-LH_T3_NA_01"
"CH_Grassi_Mario_1929__1","NT_LE-LH_T3_NA_01"
"CH_Grendelmeier_Alois_1903__1","NT_LE-LH_T3_NA_01"
"CH_Grendelmeier_Verena_1939__1","NT_LE-LH_T3_NA_01"
"CH_Gressot_Jean_1896__1","NT_LE-LH_T3_NA_01"
"CH_Gressot_Jean_1896__2","NT_LE-LH_T3_NA_01"
"CH_Grimm_Robert_1881__1","NT_LE-LH_T3_NA_01"
"CH_Grimm_Robert_1881__2","NT_LE-LH_T3_NA_01"
"CH_Grin_Jean_1947__1","NT_LE-LH_T3_NA_01"
"CH_Grob_Ernst_1910__1","NT_LE-LH_T3_NA_01"
"CH_Grobet_Christian_1941__1","NT_LE-LH_T3_NA_01"
"CH_Grobet_Christian_1941__2","NT_LE-LH_T3_NA_01"
"CH_Grolimund_Josef_1909__1","NT_LE-LH_T3_NA_01"
"CH_Gros_Jean_1953__1","NT_LE-LH_T3_NA_01"
"CH_Grosjean_Carlos_1929__1","NT_LE-UH_T3_NA_01"
"CH_Gross_Andreas_1952__1","NT_LE-LH_T3_NA_01"
"CH_Gross_Jost_1946__1","NT_LE-LH_T3_NA_01"
"CH_Grossen_Juerg_1969__1","NT_LE-LH_T3_NA_01"
"CH_Grossenbacher_Ruth_1936__1","NT_LE-LH_T3_NA_01"
"CH_Gruenig_Peter_1923__1","NT_LE-LH_T3_NA_01"
"CH_Grueter_Franz_1963__1","NT_LE-LH_T3_NA_01"
"CH_Gruetter_Alfred_1907__1","NT_LE-LH_T3_NA_01"
"CH_Gruetter_Fritz_1901__1","NT_LE-LH_T3_NA_01"
"CH_Grunder_Hans_1956__1","NT_LE-LH_T3_NA_01"
"CH_Gschwind_Jean_1952__1","NT_LE-LH_T3_NA_01"
"CH_Guenter_Paul_1943__1","NT_LE-LH_T3_NA_01"
"CH_Guenter_Paul_1943__2","NT_LE-LH_T3_NA_01"
"CH_Gugerli_Ernst_1911__1","NT_LE-LH_T3_NA_01"
"CH_Gugger_Niklaus_1970__1","NT_LE-LH_T3_NA_01"
"CH_Guglielmetti_Giulio_1901__1","NT_LE-LH_T3_NA_01"
"CH_Guhl_Bernhard_1972__1","NT_LE-LH_T3_NA_01"
"CH_Guinand_Andre_1901__1","NT_LE-LH_T3_NA_01"
"CH_Guinand_Jean_1943__1","NT_LE-LH_T3_NA_01"
"CH_Guisan_Louis_1911__1","NT_LE-UH_T3_NA_01"
"CH_Guisan_Louis_1911__2","NT_LE-LH_T3_NA_01"
"CH_Guisan_Yves_1941__1","NT_LE-LH_T3_NA_01"
"CH_Guldimann_Tim_1950__1","NT_LE-LH_T3_NA_01"
"CH_Guntern_Leo_1894__1","NT_LE-UH_T3_NA_01"
"CH_Guntern_Odilo_1937__1","NT_LE-UH_T3_NA_01"
"CH_Gurtner_Barbara_1943__1","NT_LE-LH_T3_NA_01"
"CH_Gusset_Wilfried_1946__1","NT_LE-LH_T3_NA_01"
"CH_Gut_Theodor_1890__1","NT_LE-LH_T3_NA_01"
"CH_Gut_Theodor_1917__1","NT_LE-LH_T3_NA_01"
"CH_Gutjahr_Diana_1984__1","NT_LE-LH_T3_NA_01"
"CH_Gutknecht_Samuel_1889__1","NT_LE-LH_T3_NA_01"
"CH_Gutzwiller_Felix_1948__1","NT_LE-UH_T3_NA_01"
"CH_Gutzwiller_Felix_1948__2","NT_LE-LH_T3_NA_01"
"CH_Gwerder_Anton_1894__1","NT_LE-UH_T3_NA_01"
"CH_Gyr_Josy_1949__1","NT_LE-LH_T3_NA_01"
"CH_Gysi_Barbara_1964__1","NT_LE-LH_T3_NA_01"
"CH_Gysin_Hans_1940__1","NT_LE-LH_T3_NA_01"
"CH_Gysin_Remo_1945__1","NT_LE-LH_T3_NA_01"
"CH_Gysler_Paul_1893__1","NT_LE-LH_T3_NA_01"
"CH_Haab_Martin_1962__1","NT_LE-LH_T3_NA_01"
"CH_Hackhofer_Karl_1904__1","NT_LE-LH_T3_NA_01"
"CH_Hadorn_Philipp_1967__1","NT_LE-LH_T3_NA_01"
"CH_Haeberli_Brigitte_1958__1","NT_LE-UH_T3_NA_01"
"CH_Haeberli_Brigitte_1958__2","NT_LE-LH_T3_NA_01"
"CH_Haeberlin_Hermann_1894__1","NT_LE-LH_T3_NA_01"
"CH_Haefelin_Paul_1889__1","NT_LE-UH_T3_NA_01"
"CH_Haemmerle_Andrea_1946__1","NT_LE-LH_T3_NA_01"
"CH_Haenggi_Peter_1942__1","NT_LE-LH_T3_NA_01"
"CH_Haensenberger_Arthur_1927__1","NT_LE-UH_T3_NA_01"
"CH_Haering_Barbara_1953__1","NT_LE-LH_T3_NA_01"
"CH_Haesler_Christine_1963__1","NT_LE-LH_T3_NA_01"
"CH_Hafner_Rudolf_1951__1","NT_LE-LH_T3_NA_01"
"CH_Hafner_Ursula_1943__1","NT_LE-LH_T3_NA_01"
"CH_Hagmann_Walter_1921__1","NT_LE-LH_T3_NA_01"
"CH_Haller_Armin_1911__1","NT_LE-LH_T3_NA_01"
"CH_Haller_Ernst_1910__1","NT_LE-LH_T3_NA_01"
"CH_Haller_Gret_1947__1","NT_LE-LH_T3_NA_01"
"CH_Haller_Ursula_1948__1","NT_LE-LH_T3_NA_01"
"CH_Hany_Urs_1955__1","NT_LE-LH_T3_NA_01"
"CH_Hardegger_Thomas_1956__1","NT_LE-LH_T3_NA_01"
"CH_Harder_Josef_1926__1","NT_LE-LH_T3_NA_01"
"CH_Hari_Fritz_1928__1","NT_LE-LH_T3_NA_01"
"CH_Hasler_Ernst_1945__1","NT_LE-LH_T3_NA_01"
"CH_Hassler_Hansjoerg_1953__1","NT_LE-LH_T3_NA_01"
"CH_Hausammann_Markus_1964__1","NT_LE-LH_T3_NA_01"
"CH_Hauser_Paul_1898__1","NT_LE-LH_T3_NA_01"
"CH_Hayoz_Franz_1921__1","NT_LE-LH_T3_NA_01"
"CH_Heberlein_Trix_1942__1","NT_LE-UH_T3_NA_01"
"CH_Heberlein_Trix_1942__2","NT_LE-LH_T3_NA_01"
"CH_Heche_Claude_1952__1","NT_LE-UH_T3_NA_01"
"CH_Heer_Alfred_1917__1","NT_LE-LH_T3_NA_01"
"CH_Heer_Alfred_1961__1","NT_LE-LH_T3_NA_01"
"CH_Heer_Heinrich_1900__1","NT_LE-UH_T3_NA_01"
"CH_Hefti_Melchior_1879__1","NT_LE-UH_T3_NA_01"
"CH_Hefti_Peter_1922__1","NT_LE-UH_T3_NA_01"
"CH_Hefti_Thomas_1959__1","NT_LE-UH_T3_NA_01"
"CH_Hegetschweiler_Rolf_1937__1","NT_LE-LH_T3_NA_01"
"CH_Hegg_Jean_1930__1","NT_LE-LH_T3_NA_01"
"CH_Hegglin_Peter_1960__1","NT_LE-UH_T3_NA_01"
"CH_Heil_Anton_1920__1","NT_LE-LH_T3_NA_01"
"CH_Heim_Alex_1951__1","NT_LE-LH_T3_NA_01"
"CH_Heim_Bea_1946__1","NT_LE-LH_T3_NA_01"
"CH_Heimann_Albin_1914__1","NT_LE-UH_T3_NA_01"
"CH_Heinzer_Josef_1886__1","NT_LE-LH_T3_NA_01"
"CH_Helbling_Albert_1878__1","NT_LE-LH_T3_NA_01"
"CH_Held_Alfred_1886__1","NT_LE-LH_T3_NA_01"
"CH_Held_Alfred_1886__2","NT_LE-LH_T3_NA_01"
"CH_Held_Alfred_1886__3","NT_LE-LH_T3_NA_01"
"CH_Held_Alfred_1886__4","NT_LE-LH_T3_NA_01"
"CH_Henggeler_Josef_1889__1","NT_LE-LH_T3_NA_01"
"CH_Herczog_Andreas_1947__1","NT_LE-LH_T3_NA_01"
"CH_Herren_Fritz_1899__1","NT_LE-LH_T3_NA_01"
"CH_Herzog_Ernst_1898__1","NT_LE-LH_T3_NA_01"
"CH_Herzog_Heinrich_1906__1","NT_LE-UH_T3_NA_01"
"CH_Herzog_Verena_1956__1","NT_LE-LH_T3_NA_01"
"CH_Hess_Bernhard_1966__1","NT_LE-LH_T3_NA_01"
"CH_Hess_Erich_1981__1","NT_LE-LH_T3_NA_01"
"CH_Hess_Hans_1945__1","NT_LE-UH_T3_NA_01"
"CH_Hess_Hermann_1951__1","NT_LE-LH_T3_NA_01"
"CH_Hess_Konrad_1908__1","NT_LE-LH_T3_NA_01"
"CH_Hess_Lorenz_1961__1","NT_LE-LH_T3_NA_01"
"CH_Hess_Otto_1897__1","NT_LE-LH_T3_NA_01"
"CH_Hess_Otto_1935__1","NT_LE-LH_T3_NA_01"
"CH_Hess_Peter_1948__1","NT_LE-LH_T3_NA_01"
"CH_Hess_Walter_1949__1","NT_LE-LH_T3_NA_01"
"CH_Hilber_Kathrin_1951__1","NT_LE-LH_T3_NA_01"
"CH_Hildbrand_Franz_1942__1","NT_LE-LH_T3_NA_01"
"CH_Hilfiker_Walter_1897__1","NT_LE-LH_T3_NA_01"
"CH_Hiltpold_Hugues_1969__1","NT_LE-LH_T3_NA_01"
"CH_Hirzel_Eugene_1898__1","NT_LE-LH_T3_NA_01"
"CH_Hochreutener_Norbert_1946__1","NT_LE-LH_T3_NA_01"
"CH_Hochreutener_Norbert_1946__2","NT_LE-LH_T3_NA_01"
"CH_Hodgers_Antonio_1976__1","NT_LE-LH_T3_NA_01"
"CH_Hoeppli_Otto_1880__1","NT_LE-LH_T3_NA_01"
"CH_Hoesli_Fritz_1922__1","NT_LE-LH_T3_NA_01"
"CH_Hoesli_Werner_1961__1","NT_LE-UH_T3_NA_01"
"CH_Hofer_Hans_1889__1","NT_LE-LH_T3_NA_01"
"CH_Hofer_Hans_1913__1","NT_LE-LH_T3_NA_01"
"CH_Hofer_Walther_1920__1","NT_LE-LH_T3_NA_01"
"CH_Hofmann_Fritz_1924__1","NT_LE-LH_T3_NA_01"
"CH_Hofmann_Hans_1939__1","NT_LE-UH_T3_NA_01"
"CH_Hofmann_Paul_1913__1","NT_LE-UH_T3_NA_01"
"CH_Hofmann_Urs_1956__1","NT_LE-LH_T3_NA_01"
"CH_Hofstetter_Josef_1908__1","NT_LE-LH_T3_NA_01"
"CH_Holenstein_Thomas_1896__1","NT_LE-LH_T3_NA_01"
"CH_Hollenstein_Pia_1950__1","NT_LE-LH_T3_NA_01"
"CH_Honauer_Niklaus_1899__1","NT_LE-LH_T3_NA_01"
"CH_Honegger_Fritz_1917__1","NT_LE-UH_T3_NA_01"
"CH_Hophan_Wilfried_1918__1","NT_LE-UH_T3_NA_01"
"CH_Hotz_Marcel_1922__1","NT_LE-LH_T3_NA_01"
"CH_Houmard_Marc_1928__1","NT_LE-LH_T3_NA_01"
"CH_Houriet_Rene_1920__1","NT_LE-LH_T3_NA_01"
"CH_Hubacher_Helmut_1926__1","NT_LE-LH_T3_NA_01"
"CH_Huber_Casimir_1915__1","NT_LE-LH_T3_NA_01"
"CH_Huber_Gabi_1956__1","NT_LE-LH_T3_NA_01"
"CH_Huber_Hans_1932__1","NT_LE-UH_T3_NA_01"
"CH_Huber_Harald_1912__1","NT_LE-LH_T3_NA_01"
"CH_Huber_Johannes_1879__1","NT_LE-LH_T3_NA_01"
"CH_Hubmann_Vreni_1944__1","NT_LE-LH_T3_NA_01"
"CH_Huerlimann_Alois_1916__1","NT_LE-LH_T3_NA_01"
"CH_Huerlimann_Hans_1918__1","NT_LE-UH_T3_NA_01"
"CH_Huggenberger_Ernst_1924__1","NT_LE-LH_T3_NA_01"
"CH_Huguenin_Marianne_1950__1","NT_LE-LH_T3_NA_01"
"CH_Humbel_Beda_1933__1","NT_LE-LH_T3_NA_01"
"CH_Humbel_Ruth_1957__1","NT_LE-LH_T3_NA_01"
"CH_Humbert_Jean_1889__1","NT_LE-LH_T3_NA_01"
"CH_Hummler_Alfred_1915__1","NT_LE-LH_T3_NA_01"
"CH_Hungerbuehler_Traugott_1918__1","NT_LE-LH_T3_NA_01"
"CH_Hunziker_Bruno_1930__1","NT_LE-UH_T3_NA_01"
"CH_Hunziker_Bruno_1930__2","NT_LE-LH_T3_NA_01"
"CH_Hurter_Thomas_1963__1","NT_LE-LH_T3_NA_01"
"CH_Hutter_Jasmin_1978__1","NT_LE-LH_T3_NA_01"
"CH_Hutter_Markus_1957__1","NT_LE-LH_T3_NA_01"
"CH_Ilg_Konrad_1877__1","NT_LE-LH_T3_NA_01"
"CH_Ilg_Konrad_1877__2","NT_LE-LH_T3_NA_01"
"CH_Imark_Christian_1982__1","NT_LE-LH_T3_NA_01"
"CH_Imboden_Max_1915__1","NT_LE-LH_T3_NA_01"
"CH_Imfeld_Adriano_1954__32","NT_LE-LH_T3_NA_01"
"CH_Imhof_Rudolf_1940__1","NT_LE-LH_T3_NA_01"
"CH_Imoberdorf_Rene_1950__1","NT_LE-UH_T3_NA_01"
"CH_Indergand_Josef_1895__1","NT_LE-UH_T3_NA_01"
"CH_Inderkum_Hansheiri_1947__1","NT_LE-UH_T3_NA_01"
"CH_Ineichen_Otto_1941__1","NT_LE-LH_T3_NA_01"
"CH_Ingold_Maja_1948__1","NT_LE-LH_T3_NA_01"
"CH_Isenschmid_Eduard_1877__1","NT_LE-LH_T3_NA_01"
"CH_Iten_Alphons_1898__1","NT_LE-UH_T3_NA_01"
"CH_Iten_Andreas_1936__1","NT_LE-UH_T3_NA_01"
"CH_Iten_Joseph_1943__1","NT_LE-LH_T3_NA_01"
"CH_Jaccard_Alix_1905__1","NT_LE-LH_T3_NA_01"
"CH_Jaccard_Michel_1914__1","NT_LE-LH_T3_NA_01"
"CH_Jaccottet_Georges_1909__1","NT_LE-LH_T3_NA_01"
"CH_Jacquod_Rene_1905__1","NT_LE-LH_T3_NA_01"
"CH_Jaeckle_Erwin_1909__1","NT_LE-LH_T3_NA_01"
"CH_Jaeger_Franz_1941__1","NT_LE-LH_T3_NA_01"
"CH_Jaeger_Walter_1911__1","NT_LE-LH_T3_NA_01"
"CH_Jaeggi_Paul_1936__1","NT_LE-LH_T3_NA_01"
"CH_Jaggi_Ernst_1912__1","NT_LE-LH_T3_NA_01"
"CH_Jaggi_Yvette_1941__1","NT_LE-UH_T3_NA_01"
"CH_Jaggi_Yvette_1941__2","NT_LE-LH_T3_NA_01"
"CH_Jagmetti_Riccardo_1929__1","NT_LE-UH_T3_NA_01"
"CH_Jakob_Ernst_1879__1","NT_LE-LH_T3_NA_01"
"CH_Jakob_Ernst_1879__2","NT_LE-LH_T3_NA_01"
"CH_Jakob_Ernst_1879__3","NT_LE-LH_T3_NA_01"
"CH_Janiak_Claude_1948__1","NT_LE-UH_T3_NA_01"
"CH_Janiak_Claude_1948__2","NT_LE-LH_T3_NA_01"
"CH_Janner_Adolfo_1896__1","NT_LE-LH_T3_NA_01"
"CH_Jans_Armin_1949__1","NT_LE-LH_T3_NA_01"
"CH_Jans_Beat_1964__1","NT_LE-LH_T3_NA_01"
"CH_Jaquet_Christiane_1937__1","NT_LE-LH_T3_NA_01"
"CH_Jaquet_Nicolas_1898__1","NT_LE-LH_T3_NA_01"
"CH_Jaquet_Nicolas_1898__2","NT_LE-LH_T3_NA_01"
"CH_Jaunin_Alfred_1900__1","NT_LE-LH_T3_NA_01"
"CH_Jauslin_Matthias_1962__1","NT_LE-LH_T3_NA_01"
"CH_Jauslin_Werner_1924__1","NT_LE-UH_T3_NA_01"
"CH_Jeanneret_Charles_1892__1","NT_LE-UH_T3_NA_01"
"CH_Jeanneret_Francois_1932__1","NT_LE-LH_T3_NA_01"
"CH_Jeanneret_Maurice_1886__1","NT_LE-LH_T3_NA_01"
"CH_Jeanpretre_Francine_1946__1","NT_LE-LH_T3_NA_01"
"CH_Jelmini_Camillo_1925__1","NT_LE-UH_T3_NA_01"
"CH_Jelmini_Camillo_1925__26","NT_LE-LH_T3_NA_01"
"CH_Jenni_Peter_1957__1","NT_LE-LH_T3_NA_01"
"CH_Jenny_This_1952__1","NT_LE-UH_T3_NA_01"
"CH_Jermann_Walter_1945__1","NT_LE-LH_T3_NA_01"
"CH_Joder_Rudolf_1950__1","NT_LE-LH_T3_NA_01"
"CH_Joeri_Werner_1949__1","NT_LE-LH_T3_NA_01"
"CH_John_Francine_1954__1","NT_LE-LH_T3_NA_01"
"CH_Joller_Remigi_1891__1","NT_LE-UH_T3_NA_01"
"CH_Jolli_Silvio_1907__1","NT_LE-LH_T3_NA_01"
"CH_Josi_Ernest_1896__1","NT_LE-LH_T3_NA_01"
"CH_Jositsch_Daniel_1965__1","NT_LE-UH_T3_NA_01"
"CH_Jositsch_Daniel_1965__2","NT_LE-LH_T3_NA_01"
"CH_Jossen_Peter_1955__1","NT_LE-LH_T3_NA_01"
"CH_Jost_Christian_1925__1","NT_LE-LH_T3_NA_01"
"CH_Jost_Fritz_1903__1","NT_LE-LH_T3_NA_01"
"CH_Jung_Franz_1940__1","NT_LE-LH_T3_NA_01"
"CH_Junod_Raymond_1932__1","NT_LE-LH_T3_NA_01"
"CH_Junod_Raymond_1932__2","NT_LE-LH_T3_NA_01"
"CH_Jutzet_Erwin_1951__1","NT_LE-LH_T3_NA_01"
"CH_Kaech_Jakob_1908__1","NT_LE-LH_T3_NA_01"
"CH_Kaegi_Jakob_1886__1","NT_LE-LH_T3_NA_01"
"CH_Kaelin_Irene_1987__1","NT_LE-LH_T3_NA_01"
"CH_Kaempfen_Moritz_1907__1","NT_LE-LH_T3_NA_01"
"CH_Kaestli_Hans_1892__1","NT_LE-LH_T3_NA_01"
"CH_Kalbermatten_Ruth_1950__1","NT_LE-LH_T3_NA_01"
"CH_Kappler_Arnold_1889__1","NT_LE-LH_T3_NA_01"
"CH_Kaufmann_Hans_1948__1","NT_LE-LH_T3_NA_01"
"CH_Kaufmann_Remigius_1925__1","NT_LE-LH_T3_NA_01"
"CH_Keller_Albert_1885__1","NT_LE-LH_T3_NA_01"
"CH_Keller_Anton_1934__1","NT_LE-LH_T3_NA_01"
"CH_Keller_Barbara_1968__1","NT_LE-LH_T3_NA_01"
"CH_Keller_Christine_1959__1","NT_LE-LH_T3_NA_01"
"CH_Keller_Karin_1963__1","NT_LE-UH_T3_NA_01"
"CH_Keller_Otto_1916__1","NT_LE-LH_T3_NA_01"
"CH_Keller_Peter_1971__1","NT_LE-LH_T3_NA_01"
"CH_Keller_Robert_1938__1","NT_LE-LH_T3_NA_01"
"CH_Keller_Rudolf_1956__1","NT_LE-LH_T3_NA_01"
"CH_Kern_Armin_1933__1","NT_LE-LH_T3_NA_01"
"CH_Kessler_Alois_1925__1","NT_LE-LH_T3_NA_01"
"CH_Kessler_Margrit_1948__1","NT_LE-LH_T3_NA_01"
"CH_Ketterer_Karl_1911__1","NT_LE-LH_T3_NA_01"
"CH_Kiener_Margret_1953__1","NT_LE-LH_T3_NA_01"
"CH_Killer_Hans_1948__1","NT_LE-LH_T3_NA_01"
"CH_Killer_Karl_1878__1","NT_LE-UH_T3_NA_01"
"CH_Killer_Karl_1878__2","NT_LE-LH_T3_NA_01"
"CH_Kistler_Max_1914__1","NT_LE-LH_T3_NA_01"
"CH_Klaus_Gottfried_1899__1","NT_LE-UH_T3_NA_01"
"CH_Kleiner_Marianne_1947__1","NT_LE-LH_T3_NA_01"
"CH_Klingler_Walter_1898__1","NT_LE-LH_T3_NA_01"
"CH_Klingler_Walter_1898__2","NT_LE-LH_T3_NA_01"
"CH_Kloeti_Emil_1877__1","NT_LE-UH_T3_NA_01"
"CH_Kloeti_Emil_1877__2","NT_LE-LH_T3_NA_01"
"CH_Kloter_Theodor_1916__1","NT_LE-LH_T3_NA_01"
"CH_Kloter_Theodor_1916__2","NT_LE-LH_T3_NA_01"
"CH_Knecht_Hansjoerg_1960__1","NT_LE-LH_T3_NA_01"
"CH_Knobel_Kaspar_1882__1","NT_LE-LH_T3_NA_01"
"CH_Knuesel_Peter_1923__24","NT_LE-UH_T3_NA_01"
"CH_Koch_Ursula_1941__1","NT_LE-LH_T3_NA_01"
"CH_Koenig_Bernhard_1914__1","NT_LE-LH_T3_NA_01"
"CH_Koenig_Walter_1908apr__10","NT_LE-LH_T3_NA_01"
"CH_Koenig_Walter_1908jan__10","NT_LE-LH_T3_NA_01"
"CH_Koenig_Walter_1908jan__11","NT_LE-LH_T3_NA_01"
"CH_Koeppel_Roger_1965__1","NT_LE-LH_T3_NA_01"
"CH_Kofmel_Peter_1956__1","NT_LE-LH_T3_NA_01"
"CH_Kohler_Pierre_1964__1","NT_LE-LH_T3_NA_01"
"CH_Kohler_Raoul_1921__1","NT_LE-LH_T3_NA_01"
"CH_Kohler_Simon_1916__1","NT_LE-LH_T3_NA_01"
"CH_Kohler_Walter_1887__1","NT_LE-LH_T3_NA_01"
"CH_Koller_Arnold_1933__1","NT_LE-LH_T3_NA_01"
"CH_Kolly_Gabriel_1905__1","NT_LE-LH_T3_NA_01"
"CH_Kopp_Elisabeth_1936__1","NT_LE-LH_T3_NA_01"
"CH_Korner_Hans_1912__1","NT_LE-LH_T3_NA_01"
"CH_Krauchthaler_Fritz_1915__1","NT_LE-UH_T3_NA_01"
"CH_Krummenacher_Albert_1919__1","NT_LE-LH_T3_NA_01"
"CH_Kuechler_Niklaus_1941__1","NT_LE-UH_T3_NA_01"
"CH_Kuehne_Josef_1938__1","NT_LE-LH_T3_NA_01"
"CH_Kuendig_Markus_1931__1","NT_LE-UH_T3_NA_01"
"CH_Kuenzi_Hans_1924__1","NT_LE-LH_T3_NA_01"
"CH_Kuhn_Katrin_1953__1","NT_LE-LH_T3_NA_01"
"CH_Kuhn_Niklaus_1934__1","NT_LE-LH_T3_NA_01"
"CH_Kuntschen_Joseph_1883__1","NT_LE-LH_T3_NA_01"
"CH_Kuntschen_Joseph_1883__2","NT_LE-LH_T3_NA_01"
"CH_Kunz_Alois_1897__1","NT_LE-LH_T3_NA_01"
"CH_Kunz_Josef_1945__1","NT_LE-LH_T3_NA_01"
"CH_Kunz_Paul_1886__1","NT_LE-LH_T3_NA_01"
"CH_Kunz_Urs_1920__1","NT_LE-LH_T3_NA_01"
"CH_Kuprecht_Alex_1957__1","NT_LE-UH_T3_NA_01"
"CH_Kurmann_Franz_1917__1","NT_LE-LH_T3_NA_01"
"CH_Kurrus_Paul_1947__1","NT_LE-LH_T3_NA_01"
"CH_Kurz_Hermann_1897__1","NT_LE-LH_T3_NA_01"
"CH_Kurzmeyer_Werner_1903__1","NT_LE-LH_T3_NA_01"
"CH_Kutter_Philipp_1975__1","NT_LE-LH_T3_NA_01"
"CH_Lachat_Francois_1942__1","NT_LE-LH_T3_NA_01"
"CH_Lachenal_Adrien_1885__1","NT_LE-UH_T3_NA_01"
"CH_Lachenal_Adrien_1885__2","NT_LE-LH_T3_NA_01"
"CH_Lachenmeier_Anita_1959__1","NT_LE-LH_T3_NA_01"
"CH_Lafranchi_Arturo_1914__1","NT_LE-LH_T3_NA_01"
"CH_Lalive_Maya_1957__1","NT_LE-LH_T3_NA_01"
"CH_Lampert_Marius_1902__1","NT_LE-UH_T3_NA_01"
"CH_Landolt_Adolf_1907__1","NT_LE-LH_T3_NA_01"
"CH_Landolt_Franz_1901__1","NT_LE-LH_T3_NA_01"
"CH_Landolt_Josef_1918__1","NT_LE-LH_T3_NA_01"
"CH_Landolt_Martin_1968__1","NT_LE-LH_T3_NA_01"
"CH_Lang_Erwin_1908__1","NT_LE-LH_T3_NA_01"
"CH_Lang_Hedi_1931__1","NT_LE-LH_T3_NA_01"
"CH_Lang_Josef_1954__1","NT_LE-LH_T3_NA_01"
"CH_Lang_Louis_1921__1","NT_LE-LH_T3_NA_01"
"CH_Langenauer_Jakob_1913__1","NT_LE-LH_T3_NA_01"
"CH_Langenberger_Christiane_1941__1","NT_LE-UH_T3_NA_01"
"CH_Langenberger_Christiane_1941__2","NT_LE-LH_T3_NA_01"
"CH_Lanicca_Ruben_1881__1","NT_LE-LH_T3_NA_01"
"CH_Lanz_Fritz_1922__1","NT_LE-LH_T3_NA_01"
"CH_Lardelli_Albert_1888__1","NT_LE-UH_T3_NA_01"
"CH_Lardelli_Elisabeth_1921__1","NT_LE-LH_T3_NA_01"
"CH_Laubacher_Otto_1943__1","NT_LE-LH_T3_NA_01"
"CH_Lauber_Daniel_1937__1","NT_LE-UH_T3_NA_01"
"CH_Lauper_Hubert_1944__1","NT_LE-LH_T3_NA_01"
"CH_Lauri_Hans_1944__1","NT_LE-UH_T3_NA_01"
"CH_Leber_Walther_1906__1","NT_LE-LH_T3_NA_01"
"CH_Ledergerber_Elmar_1944__1","NT_LE-LH_T3_NA_01"
"CH_Leemann_Ursula_1936__1","NT_LE-LH_T3_NA_01"
"CH_Lehmann_Markus_1955__1","NT_LE-LH_T3_NA_01"
"CH_Lehner_Innozenz_1917__1","NT_LE-LH_T3_NA_01"
"CH_Lejeune_Leo_1915__1","NT_LE-LH_T3_NA_01"
"CH_Lepori_Mimi_1949__1","NT_LE-LH_T3_NA_01"
"CH_Letsch_Hans_1924__1","NT_LE-UH_T3_NA_01"
"CH_Letsch_Hans_1924__2","NT_LE-LH_T3_NA_01"
"CH_Leu_Franz_1904__1","NT_LE-UH_T3_NA_01"
"CH_Leu_Josef_1918__1","NT_LE-LH_T3_NA_01"
"CH_Leu_Josef_1950__1","NT_LE-LH_T3_NA_01"
"CH_Leuba_Jean_1934__1","NT_LE-LH_T3_NA_01"
"CH_Leuenberger_Ernst_1945__1","NT_LE-UH_T3_NA_01"
"CH_Leuenberger_Ernst_1945__2","NT_LE-LH_T3_NA_01"
"CH_Leuenberger_Hermann_1901__1","NT_LE-LH_T3_NA_01"
"CH_Leuenberger_Moritz_1946__1","NT_LE-LH_T3_NA_01"
"CH_Leuenberger_Ueli_1952__1","NT_LE-LH_T3_NA_01"
"CH_Leumann_Helen_1943__1","NT_LE-UH_T3_NA_01"
"CH_Leupin_Kurt_1907__1","NT_LE-LH_T3_NA_01"
"CH_Leutenegger_Filippo_1952__1","NT_LE-LH_T3_NA_01"
"CH_Leutenegger_Hansjakob_1944__1","NT_LE-LH_T3_NA_01"
