"res_entry_id","political_function"
"CH_Chopard_Max_1929__1","NT_LE-LH_T3_NA_01"
"CH_Chopard_Max_1966__1","NT_LE-LH_T3_NA_01"
"CH_Christen_Werner_1895__1","NT_LE-UH_T3_NA_01"
"CH_Christen_Yves_1941__1","NT_LE-LH_T3_NA_01"
"CH_Christinat_Amelia_1926__1","NT_LE-LH_T3_NA_01"
"CH_Cina_Jean_1963__1","NT_LE-LH_T3_NA_01"
"CH_Cincera_Ernst_1928__1","NT_LE-LH_T3_NA_01"
"CH_Clausen_Alfred_1877__1","NT_LE-UH_T3_NA_01"
"CH_Clavadetscher_Christian_1897__1","NT_LE-UH_T3_NA_01"
"CH_Clavadetscher_Christian_1897__2","NT_LE-LH_T3_NA_01"
"CH_Clerc_Blaise_1911__1","NT_LE-UH_T3_NA_01"
"CH_Clivaz_Jean_1925__1","NT_LE-LH_T3_NA_01"
"CH_Clottu_Gaston_1912__1","NT_LE-LH_T3_NA_01"
"CH_Clottu_Raymond_1967__1","NT_LE-LH_T3_NA_01"
"CH_Colliard_Robert_1887__1","NT_LE-LH_T3_NA_01"
"CH_Colliard_Robert_1887__2","NT_LE-LH_T3_NA_01"
"CH_Columberg_Dumeni_1941__1","NT_LE-LH_T3_NA_01"
"CH_Comby_Bernard_1939__1","NT_LE-LH_T3_NA_01"
"CH_Comte_Raphael_1979__1","NT_LE-UH_T3_NA_01"
"CH_Condrau_Gion_1919__1","NT_LE-LH_T3_NA_01"
"CH_Condrau_Joseph_1894__1","NT_LE-LH_T3_NA_01"
"CH_Conzett_Hans_1915__1","NT_LE-LH_T3_NA_01"
"CH_Copt_Aloys_1923__1","NT_LE-LH_T3_NA_01"
"CH_Corbat_Fernand_1925__1","NT_LE-LH_T3_NA_01"
"CH_Cornaz_Stefan_1944__1","NT_LE-LH_T3_NA_01"
"CH_Cornu_Jean_1956__1","NT_LE-UH_T3_NA_01"
"CH_Cossy_Maurice_1920__1","NT_LE-LH_T3_NA_01"
"CH_Cossy_Maurice_1920__2","NT_LE-LH_T3_NA_01"
"CH_Cottet_Joseph_1923__1","NT_LE-LH_T3_NA_01"
"CH_Cotti_Flavio_1939__1","NT_LE-LH_T3_NA_01"
"CH_Cotti_Gianfranco_1929__1","NT_LE-LH_T3_NA_01"
"CH_Cottier_Anton_1943__1","NT_LE-UH_T3_NA_01"
"CH_Cottier_Fernand_1901__1","NT_LE-LH_T3_NA_01"
"CH_Cottier_Henry_1897__1","NT_LE-LH_T3_NA_01"
"CH_Couchepin_Pascal_1942__1","NT_LE-LH_T3_NA_01"
"CH_Coutau_Gilbert_1936__1","NT_LE-UH_T3_NA_01"
"CH_Coutau_Gilbert_1936__2","NT_LE-LH_T3_NA_01"
"CH_Cramer_Robert_1954__1","NT_LE-UH_T3_NA_01"
"CH_Crevoisier_Jean_1938__1","NT_LE-LH_T3_NA_01"
"CH_Crittin_Camille_1888__1","NT_LE-LH_T3_NA_01"
"CH_Crottaz_Brigitte_1957__1","NT_LE-LH_T3_NA_01"
"CH_Cuche_Fernand_1946__1","NT_LE-LH_T3_NA_01"
"CH_Daepp_Susanna_1938__1","NT_LE-LH_T3_NA_01"
"CH_Dafflon_Roger_1914__1","NT_LE-LH_T3_NA_01"
"CH_Daguet_Andre_1947__1","NT_LE-LH_T3_NA_01"
"CH_Danioth_Hans_1931__1","NT_LE-UH_T3_NA_01"
"CH_Danioth_Ludwig_1902__1","NT_LE-UH_T3_NA_01"
"CH_Danuser_Menga_1951__1","NT_LE-LH_T3_NA_01"
"CH_Darbellay_Christophe_1971__1","NT_LE-LH_T3_NA_01"
"CH_Darbellay_Vital_1929__1","NT_LE-LH_T3_NA_01"
"CH_Darms_Gion_1896__1","NT_LE-UH_T3_NA_01"
"CH_David_Eugen_1945__1","NT_LE-UH_T3_NA_01"
"CH_David_Eugen_1945__2","NT_LE-LH_T3_NA_01"
"CH_Debetaz_Edouard_1917__1","NT_LE-UH_T3_NA_01"
"CH_Debetaz_Edouard_1917__16","NT_LE-LH_T3_NA_01"
"CH_Debons_Gilbert_1938__1","NT_LE-LH_T3_NA_01"
"CH_deBourgknecht_Jean_1934__1","NT_LE-UH_T3_NA_01"
"CH_deBuman_Dominique_1956__1","NT_LE-LH_T3_NA_01"
"CH_deCapitani_Silvio_1925__1","NT_LE-LH_T3_NA_01"
"CH_deChastonay_Pierre_1931__1","NT_LE-LH_T3_NA_01"
"CH_deCoulon_Marcel_1882__1","NT_LE-UH_T3_NA_01"
"CH_deCoulon_Sydney_1889__1","NT_LE-UH_T3_NA_01"
"CH_deCoulon_Sydney_1889__2","NT_LE-LH_T3_NA_01"
"CH_deCourten_Paul_1899__1","NT_LE-LH_T3_NA_01"
"CH_deCourten_Paul_1899__2","NT_LE-LH_T3_NA_01"
"CH_deCourten_Paul_1899__3","NT_LE-LH_T3_NA_01"
"CH_deCourten_Thomas_1966__1","NT_LE-LH_T3_NA_01"
"CH_Decurtins_Walter_1938__1","NT_LE-LH_T3_NA_01"
"CH_deDardel_Jean_1943__1","NT_LE-LH_T3_NA_01"
"CH_Degen_Walter_1904__1","NT_LE-LH_T3_NA_01"
"CH_Degen_Walter_1904__2","NT_LE-LH_T3_NA_01"
"CH_Deglise_Elisabeth_1931__1","NT_LE-LH_T3_NA_01"
"CH_Deiss_Joseph_1946__1","NT_LE-LH_T3_NA_01"
"CH_Delalay_Edouard_1936__1","NT_LE-UH_T3_NA_01"
"CH_Delamuraz_Jean_1936__1","NT_LE-LH_T3_NA_01"
"CH_delaReussille_Denis_1960__1","NT_LE-LH_T3_NA_01"
"CH_Dellberg_Karl_1886__1","NT_LE-LH_T3_NA_01"
"CH_Dellberg_Karl_1886__2","NT_LE-LH_T3_NA_01"
"CH_Deneys_Heidi_1937__1","NT_LE-LH_T3_NA_01"
"CH_Deonna_Raymond_1910__1","NT_LE-LH_T3_NA_01"
"CH_Deonna_Raymond_1910__2","NT_LE-LH_T3_NA_01"
"CH_Derder_Fathi_1970__1","NT_LE-LH_T3_NA_01"
"CH_deSenarclens_Aymon_1905__1","NT_LE-LH_T3_NA_01"
"CH_Despland_Gabriel_1901__1","NT_LE-UH_T3_NA_01"
"CH_Despland_Gabriel_1901__2","NT_LE-UH_T3_NA_01"
"CH_Despland_Gabriel_1901__3","NT_LE-LH_T3_NA_01"
"CH_Dettling_Marcel_1981__1","NT_LE-LH_T3_NA_01"
"CH_Dettling_Toni_1943__1","NT_LE-UH_T3_NA_01"
"CH_Dettling_Toni_1943__2","NT_LE-LH_T3_NA_01"
"CH_Devenoge_Francois_1899__1","NT_LE-LH_T3_NA_01"
"CH_Diener_Verena_1949__1","NT_LE-UH_T3_NA_01"
"CH_Diener_Verena_1949__2","NT_LE-LH_T3_NA_01"
"CH_Diener_Verena_1949__3","NT_LE-LH_T3_NA_01"
"CH_Diethelm_Josef_1914__1","NT_LE-LH_T3_NA_01"
"CH_Dietrich_Franz_1928__1","NT_LE-LH_T3_NA_01"
"CH_Dietschi_Eugen_1896__1","NT_LE-UH_T3_NA_01"
"CH_Dietschi_Eugen_1896__2","NT_LE-LH_T3_NA_01"
"CH_Dietschi_Urs_1901__1","NT_LE-LH_T3_NA_01"
"CH_Dillier_Jost_1921__1","NT_LE-UH_T3_NA_01"
"CH_Dirren_Herbert_1941__1","NT_LE-LH_T3_NA_01"
"CH_Dittli_Josef_1957__1","NT_LE-UH_T3_NA_01"
"CH_Dobler_Alois_1929__1","NT_LE-UH_T3_NA_01"
"CH_Dobler_Karl_1903__1","NT_LE-UH_T3_NA_01"
"CH_Dobler_Marcel_1980__1","NT_LE-LH_T3_NA_01"
"CH_Donati_Franco_1932__1","NT_LE-LH_T3_NA_01"
"CH_Donze_Walter_1946__1","NT_LE-LH_T3_NA_01"
"CH_Donze_Willy_1916__7","NT_LE-UH_T3_NA_01"
"CH_Dormann_Rosmarie_1947__1","NT_LE-LH_T3_NA_01"
"CH_Dormond_Marlyse_1949__1","NT_LE-LH_T3_NA_01"
"CH_Doswald_Adolf_1894__1","NT_LE-LH_T3_NA_01"
"CH_Dreher_Michael_1944__1","NT_LE-LH_T3_NA_01"
"CH_Dreyer_Pierre_1924__1","NT_LE-UH_T3_NA_01"
"CH_Droz_Armand_1903__1","NT_LE-LH_T3_NA_01"
"CH_Dubois_Jean_1917__1","NT_LE-LH_T3_NA_01"
"CH_Dubois_Marcel_1928__1","NT_LE-LH_T3_NA_01"
"CH_Dubois_Marcel_1928__15","NT_LE-LH_T3_NA_01"
"CH_Duboule_Gilbert_1925__1","NT_LE-LH_T3_NA_01"
"CH_Ducret_Dominique_1943__1","NT_LE-LH_T3_NA_01"
"CH_Ducret_Robert_1927__1","NT_LE-UH_T3_NA_01"
"CH_Ducrot_Rose_1937__1","NT_LE-LH_T3_NA_01"
"CH_Dueby_Hans_1906__1","NT_LE-LH_T3_NA_01"
"CH_Dueby_Kurt_1900__1","NT_LE-LH_T3_NA_01"
"CH_Dueby_Kurt_1900__2","NT_LE-LH_T3_NA_01"
"CH_Duenki_Max_1932__1","NT_LE-LH_T3_NA_01"
"CH_Duerr_Andreas_1923__1","NT_LE-LH_T3_NA_01"
"CH_Duerrenmatt_Peter_1904__1","NT_LE-LH_T3_NA_01"
"CH_Duft_Emil_1895__1","NT_LE-LH_T3_NA_01"
"CH_Dunant_Jean_1934__1","NT_LE-LH_T3_NA_01"
"CH_Dupont_Bernard_1933__1","NT_LE-LH_T3_NA_01"
"CH_Dupraz_John_1945__1","NT_LE-LH_T3_NA_01"
"CH_Durrer_Adalbert_1950__1","NT_LE-LH_T3_NA_01"
"CH_Duss_Josef_1900__1","NT_LE-LH_T3_NA_01"
"CH_Duttweiler_Gottlieb_1888__1","NT_LE-UH_T3_NA_01"
"CH_Duttweiler_Gottlieb_1888__2","NT_LE-LH_T3_NA_01"
"CH_Duttweiler_Gottlieb_1888__3","NT_LE-LH_T3_NA_01"
"CH_Duttweiler_Gottlieb_1888__4","NT_LE-LH_T3_NA_01"
"CH_Duvanel_Pierre_1912__1","NT_LE-LH_T3_NA_01"
"CH_Duvoisin_Pierre_1938__1","NT_LE-LH_T3_NA_01"
"CH_Duvoisin_Pierre_1938__2","NT_LE-LH_T3_NA_01"
"CH_Eberhard_Anton_1949__13","NT_LE-LH_T3_NA_01"
"CH_Eberhard_Barbara_1945__1","NT_LE-LH_T3_NA_01"
"CH_Eberle_Roland_1953__1","NT_LE-UH_T3_NA_01"
"CH_Eder_Carl_1892__1","NT_LE-LH_T3_NA_01"
"CH_Eder_Joachim_1951__1","NT_LE-UH_T3_NA_01"
"CH_Egerszegi_Christine_1948__1","NT_LE-UH_T3_NA_01"
"CH_Egerszegi_Christine_1948__2","NT_LE-LH_T3_NA_01"
"CH_Eggenberg_Ernst_1931__1","NT_LE-LH_T3_NA_01"
"CH_Eggenberger_Christian_1894__1","NT_LE-LH_T3_NA_01"
"CH_Eggenberger_Georges_1928__1","NT_LE-LH_T3_NA_01"
"CH_Eggenberger_Mathias_1905__1","NT_LE-UH_T3_NA_01"
"CH_Eggenberger_Mathias_1905__2","NT_LE-LH_T3_NA_01"
"CH_Eggenberger_Ulrich_1882__1","NT_LE-LH_T3_NA_01"
"CH_Eggenberger_Ulrich_1882__2","NT_LE-LH_T3_NA_01"
"CH_Egger_Esther_1952__1","NT_LE-LH_T3_NA_01"
"CH_Egger_Franz_1899__1","NT_LE-LH_T3_NA_01"
"CH_Egger_Mike_1992__1","NT_LE-LH_T3_NA_01"
"CH_Egger_Thomas_1967__1","NT_LE-LH_T3_NA_01"
"CH_Egger_Walter_1895__1","NT_LE-LH_T3_NA_01"
"CH_Eggli_Albert_1932__1","NT_LE-LH_T3_NA_01"
"CH_Eggly_Jacques_1942__1","NT_LE-LH_T3_NA_01"
"CH_Egli_Alphons_1924__1","NT_LE-UH_T3_NA_01"
"CH_Egli_Gotthard_1884__1","NT_LE-UH_T3_NA_01"
"CH_Egli_Joseph_1923__1","NT_LE-LH_T3_NA_01"
"CH_Egloff_Hans_1959__1","NT_LE-LH_T3_NA_01"
"CH_Ehrler_Melchior_1948__1","NT_LE-LH_T3_NA_01"
"CH_Eibel_Robert_1906__1","NT_LE-LH_T3_NA_01"
"CH_Eichenberger_Corina_1954__1","NT_LE-LH_T3_NA_01"
"CH_Eisenring_Paul_1924__1","NT_LE-LH_T3_NA_01"
"CH_Eisenring_Theodor_1898__1","NT_LE-LH_T3_NA_01"
"CH_Eng_Franz_1928__1","NT_LE-LH_T3_NA_01"
"CH_Engelberger_Eduard_1940__1","NT_LE-LH_T3_NA_01"
"CH_Engler_Rolf_1951__1","NT_LE-LH_T3_NA_01"
"CH_Engler_Stefan_1960__1","NT_LE-UH_T3_NA_01"
"CH_Epiney_Simon_1950__1","NT_LE-UH_T3_NA_01"
"CH_Epiney_Simon_1950__2","NT_LE-LH_T3_NA_01"
"CH_Eppenberger_Susi_1931__1","NT_LE-LH_T3_NA_01"
"CH_Escher_Josef_1885__1","NT_LE-LH_T3_NA_01"
"CH_Escher_Josef_1885__2","NT_LE-LH_T3_NA_01"
"CH_Escher_Rolf_1941__1","NT_LE-UH_T3_NA_01"
"CH_Estermann_Heinrich_1948__1","NT_LE-LH_T3_NA_01"
"CH_Estermann_Yvette_1967__1","NT_LE-LH_T3_NA_01"
"CH_Etique_Pierre_1945__1","NT_LE-LH_T3_NA_01"
"CH_Etter_Rudolf_1914__1","NT_LE-LH_T3_NA_01"
"CH_Ettlin_Erich_1962__1","NT_LE-UH_T3_NA_01"
"CH_Eugster_Gallus_1894__1","NT_LE-LH_T3_NA_01"
"CH_Euler_Alexander_1929__1","NT_LE-LH_T3_NA_01"
"CH_Eymann_Christoph_1951__1","NT_LE-LH_T3_NA_01"
"CH_Eymann_Christoph_1951__2","NT_LE-LH_T3_NA_01"
"CH_Eymann_Fritz_1880__1","NT_LE-UH_T3_NA_01"
"CH_Eymann_Fritz_1880__2","NT_LE-LH_T3_NA_01"
"CH_Faeh_Paul_1937__1","NT_LE-LH_T3_NA_01"
"CH_Faessler_Daniel_1960__1","NT_LE-LH_T3_NA_01"
"CH_Faessler_Daniel_1960__37","NT_LE-UH_T3_NA_01"
"CH_Faessler_Hildegard_1951__1","NT_LE-LH_T3_NA_01"
"CH_Fankhauser_Angeline_1936__1","NT_LE-LH_T3_NA_01"
"CH_Farner_Hermann_1885__1","NT_LE-LH_T3_NA_01"
"CH_Fasel_Hugo_1955__1","NT_LE-LH_T3_NA_01"
"CH_Fattebert_Jean_1942__1","NT_LE-LH_T3_NA_01"
"CH_Fauquex_Frederic_1898__1","NT_LE-UH_T3_NA_01"
"CH_Fauquex_Frederic_1898__2","NT_LE-LH_T3_NA_01"
"CH_Favre_Adrien_1905__1","NT_LE-LH_T3_NA_01"
"CH_Favre_Antoine_1897__1","NT_LE-LH_T3_NA_01"
"CH_Favre_Charles_1957__1","NT_LE-LH_T3_NA_01"
"CH_Favre_Laurent_1972__1","NT_LE-LH_T3_NA_01"
"CH_Fawer_Albert_1892__1","NT_LE-LH_T3_NA_01"
"CH_Fehlmann_Laurence_1955__1","NT_LE-LH_T3_NA_01"
"CH_Fehr_Hans_1947__1","NT_LE-LH_T3_NA_01"
"CH_Fehr_Hans_1948__1","NT_LE-LH_T3_NA_01"
"CH_Fehr_Hermann_1941__1","NT_LE-LH_T3_NA_01"
"CH_Fehr_Jacqueline_1963__1","NT_LE-LH_T3_NA_01"
"CH_Fehr_Lisbeth_1938__1","NT_LE-LH_T3_NA_01"
"CH_Fehr_Mario_1958__1","NT_LE-LH_T3_NA_01"
"CH_Feigenwinter_Hans_1937__1","NT_LE-LH_T3_NA_01"
"CH_Felber_Rene_1933__1","NT_LE-LH_T3_NA_01"
"CH_Feldmann_Markus_1897__1","NT_LE-LH_T3_NA_01"
"CH_Feldmann_Markus_1897__2","NT_LE-LH_T3_NA_01"
"CH_Feller_Olivier_1974__1","NT_LE-LH_T3_NA_01"
"CH_Fenk_Jakob_1879__1","NT_LE-LH_T3_NA_01"
"CH_Feri_Yvonne_1966__1","NT_LE-LH_T3_NA_01"
"CH_Fetz_Anita_1957__1","NT_LE-UH_T3_NA_01"
"CH_Fetz_Anita_1957__2","NT_LE-LH_T3_NA_01"
"CH_Fetz_Anita_1957__3","NT_LE-LH_T3_NA_01"
"CH_Fiala_Doris_1957__1","NT_LE-LH_T3_NA_01"
"CH_Fierz_Lukas_1941__1","NT_LE-LH_T3_NA_01"
"CH_Filliez_Jean_1945__1","NT_LE-LH_T3_NA_01"
"CH_Fischer_Hans_1901__1","NT_LE-LH_T3_NA_01"
"CH_Fischer_Hanspeter_1930__1","NT_LE-LH_T3_NA_01"
"CH_Fischer_Josef_1924__1","NT_LE-LH_T3_NA_01"
"CH_Fischer_Leonz_1874__1","NT_LE-LH_T3_NA_01"
"CH_Fischer_Otto_1915__1","NT_LE-LH_T3_NA_01"
"CH_Fischer_Roland_1965__1","NT_LE-LH_T3_NA_01"
"CH_Fischer_Theo_1930__1","NT_LE-LH_T3_NA_01"
"CH_Fischer_Theo_1937__1","NT_LE-LH_T3_NA_01"
"CH_Fischer_Ulrich_1940__1","NT_LE-LH_T3_NA_01"
"CH_Flach_Beat_1965__1","NT_LE-LH_T3_NA_01"
"CH_Flepp_Leonhard_1923__1","NT_LE-LH_T3_NA_01"
"CH_Flisch_Peter_1886__1","NT_LE-LH_T3_NA_01"
"CH_Florio_Marguerite_1944__1","NT_LE-LH_T3_NA_01"
"CH_Flubacher_Karl_1921__1","NT_LE-LH_T3_NA_01"
"CH_Flueck_Peter_1957__1","NT_LE-LH_T3_NA_01"
"CH_Flueckiger_Ernst_1889__1","NT_LE-LH_T3_NA_01"
"CH_Flueckiger_Ernst_1889__2","NT_LE-LH_T3_NA_01"
"CH_Flueckiger_Michel_1940__1","NT_LE-UH_T3_NA_01"
"CH_Flueckiger_Sylvia_1952__1","NT_LE-LH_T3_NA_01"
"CH_Fluekiger_Ernst_1884__1","NT_LE-UH_T3_NA_01"
"CH_Fluri_Kurt_1955__1","NT_LE-LH_T3_NA_01"
"CH_Foehn_Peter_1952__1","NT_LE-UH_T3_NA_01"
"CH_Foehn_Peter_1952__2","NT_LE-LH_T3_NA_01"
"CH_Fontanet_Guy_1927__1","NT_LE-LH_T3_NA_01"
"CH_Forel_Armand_1920__1","NT_LE-LH_T3_NA_01"
"CH_Forel_Armand_1920__2","NT_LE-LH_T3_NA_01"
"CH_Forster_Erika_1944__1","NT_LE-UH_T3_NA_01"
"CH_Fournier_Jean_1957__1","NT_LE-UH_T3_NA_01"
"CH_Fraefel_Thomas_1923__1","NT_LE-LH_T3_NA_01"
"CH_Frainier_Hubert_1952__1","NT_LE-LH_T3_NA_01"
"CH_Frainier_Paul_1910__1","NT_LE-LH_T3_NA_01"
"CH_Frainier_Paul_1910__2","NT_LE-LH_T3_NA_01"
"CH_Francais_Olivier_1955__1","NT_LE-UH_T3_NA_01"
"CH_Francais_Olivier_1955__2","NT_LE-LH_T3_NA_01"
"CH_Franzoni_Enrico_1920__1","NT_LE-LH_T3_NA_01"
"CH_Frehner_Sebastian_1973__1","NT_LE-LH_T3_NA_01"
"CH_Frei_Daniel_1974__1","NT_LE-LH_T3_NA_01"
"CH_Frei_Emil_1897__1","NT_LE-LH_T3_NA_01"
"CH_Frei_Hans_1923__1","NT_LE-LH_T3_NA_01"
"CH_Freiburghaus_Erwin_1914__1","NT_LE-LH_T3_NA_01"
"CH_Freimueller_Eduard_1898__1","NT_LE-LH_T3_NA_01"
"CH_Freitag_Pankraz_1952__1","NT_LE-UH_T3_NA_01"
"CH_Freund_Jakob_1946__1","NT_LE-LH_T3_NA_01"
"CH_Frey_Claude_1943__1","NT_LE-LH_T3_NA_01"
"CH_Frey_Tilo_1923__1","NT_LE-LH_T3_NA_01"
"CH_Frey_Walter_1943__1","NT_LE-LH_T3_NA_01"
"CH_Freymond_Pierre_1921__1","NT_LE-LH_T3_NA_01"
"CH_Freysinger_Oskar_1960__1","NT_LE-LH_T3_NA_01"
"CH_Frick_Bruno_1953__1","NT_LE-UH_T3_NA_01"
"CH_Frick_Simon_1914__1","NT_LE-LH_T3_NA_01"
"CH_Fricker_Hans_1879__1","NT_LE-UH_T3_NA_01"
"CH_Fricker_Hans_1879__2","NT_LE-LH_T3_NA_01"
"CH_Fricker_Jonas_1977__1","NT_LE-LH_T3_NA_01"
"CH_Friderici_Charles_1946__1","NT_LE-LH_T3_NA_01"
"CH_Fridez_Pierre_1957__1","NT_LE-LH_T3_NA_01"
"CH_Friedl_Claudia_1960__1","NT_LE-LH_T3_NA_01"
"CH_Friedli_Valentine_1929__1","NT_LE-LH_T3_NA_01"
"CH_Friedrich_Rudolf_1923__1","NT_LE-LH_T3_NA_01"
"CH_Fritschi_Oscar_1939__1","NT_LE-LH_T3_NA_01"
"CH_Froehlich_Paul_1895__1","NT_LE-LH_T3_NA_01"
"CH_Froesch_Therese_1951__1","NT_LE-LH_T3_NA_01"
"CH_Frueh_Hans_1936__1","NT_LE-LH_T3_NA_01"
"CH_Fuchs_Hans_1911__1","NT_LE-LH_T3_NA_01"
"CH_Fuchs_Thomas_1966__1","NT_LE-LH_T3_NA_01"
"CH_Fueeg_Cornelia_1941__1","NT_LE-LH_T3_NA_01"
"CH_Fueglistaller_Lieni_1951__1","NT_LE-LH_T3_NA_01"
"CH_Fuenfschilling_Hans_1940__1","NT_LE-UH_T3_NA_01"
"CH_Furgler_Kurt_1924__1","NT_LE-LH_T3_NA_01"
"CH_Furrer_Adolf_1897__1","NT_LE-LH_T3_NA_01"
"CH_Gabathuler_Johann_1883__1","NT_LE-LH_T3_NA_01"
"CH_Gabathuler_Johann_1883__2","NT_LE-LH_T3_NA_01"
"CH_Gabathuler_Johann_1883__3","NT_LE-LH_T3_NA_01"
"CH_Gadient_Andreas_1892__1","NT_LE-LH_T3_NA_01"
"CH_Gadient_Brigitta_1960__1","NT_LE-LH_T3_NA_01"
"CH_Gadient_Ulrich_1931__1","NT_LE-UH_T3_NA_01"
"CH_Gadient_Ulrich_1931__2","NT_LE-LH_T3_NA_01"
"CH_Gallade_Chantal_1972__1","NT_LE-LH_T3_NA_01"
"CH_Galli_Brenno_1910__1","NT_LE-LH_T3_NA_01"
"CH_Galli_Remo_1943__1","NT_LE-LH_T3_NA_01"
"CH_Gamma_Raymund_1919__1","NT_LE-LH_T3_NA_01"
"CH_Ganz_Fritz_1916__1","NT_LE-LH_T3_NA_01"
"CH_Garbani_Valerie_1966__1","NT_LE-LH_T3_NA_01"
"CH_Gardiol_Irene_1937__1","NT_LE-LH_T3_NA_01"
"CH_Gasche_Urs_1955__1","NT_LE-LH_T3_NA_01"
"CH_Gasche_Urs_1955__2","NT_LE-LH_T3_NA_01"
"CH_Gasser_Alfred_1904__1","NT_LE-LH_T3_NA_01"
"CH_Gasser_Hans_1902__1","NT_LE-LH_T3_NA_01"
"CH_Gasser_Josias_1952__1","NT_LE-LH_T3_NA_01"
"CH_Gassmann_Pierre_1932__1","NT_LE-UH_T3_NA_01"
"CH_Gassmann_Pierre_1932__2","NT_LE-LH_T3_NA_01"
"CH_Gautier_Andre_1924__1","NT_LE-UH_T3_NA_01"
"CH_Gautier_Andre_1924__2","NT_LE-LH_T3_NA_01"
"CH_Gautier_Victor_1891__1","NT_LE-UH_T3_NA_01"
"CH_Gehler_Jean_1951__1","NT_LE-LH_T3_NA_01"
"CH_Gehler_Paul_1921__1","NT_LE-LH_T3_NA_01"
"CH_Gehrig_Alfred_1912__1","NT_LE-LH_T3_NA_01"
"CH_Geiser_Barbara_1948__1","NT_LE-LH_T3_NA_01"
"CH_Geiser_Henri_1901__1","NT_LE-LH_T3_NA_01"
"CH_Geissbuehler_Andrea_1976__1","NT_LE-LH_T3_NA_01"
"CH_Geissbuehler_Fritz_1904__1","NT_LE-LH_T3_NA_01"
"CH_Geissbuehler_Gottlieb_1925__1","NT_LE-LH_T3_NA_01"
"CH_Geissbuehler_Karl_1897__1","NT_LE-LH_T3_NA_01"
"CH_Geissbuehler_Karl_1897__2","NT_LE-LH_T3_NA_01"
"CH_Gemperli_Albert_1893__1","NT_LE-LH_T3_NA_01"
"CH_Gemperli_Paul_1930__1","NT_LE-UH_T3_NA_01"
"CH_Gendotti_Gabriele_1954__1","NT_LE-LH_T3_NA_01"
"CH_Gendre_Henri_1900__1","NT_LE-LH_T3_NA_01"
"CH_Genecand_Benoit_1964__1","NT_LE-LH_T3_NA_01"
"CH_Generali_Luigi_1920__1","NT_LE-UH_T3_NA_01"
"CH_Generali_Luigi_1920__2","NT_LE-LH_T3_NA_01"
"CH_Genner_Ruth_1956__1","NT_LE-LH_T3_NA_01"
"CH_Genoud_Guy_1930__1","NT_LE-UH_T3_NA_01"
"CH_Genoud_Paul_1916__1","NT_LE-LH_T3_NA_01"
"CH_Gentil_Pierre_1952__1","NT_LE-UH_T3_NA_01"
"CH_Gerber_Peter_1923__1","NT_LE-UH_T3_NA_01"
"CH_Germanier_Francis_1909__1","NT_LE-LH_T3_NA_01"
"CH_Germanier_Francis_1909__2","NT_LE-LH_T3_NA_01"
"CH_Germanier_Jean_1958__1","NT_LE-LH_T3_NA_01"
"CH_Germann_Hannes_1956__1","NT_LE-UH_T3_NA_01"
"CH_Gerosa_Walter_1914__1","NT_LE-LH_T3_NA_01"
"CH_Gerwig_Andreas_1928__1","NT_LE-LH_T3_NA_01"
"CH_Gfeller_Arnold_1902__1","NT_LE-LH_T3_NA_01"
"CH_Gfeller_Arnold_1902__2","NT_LE-LH_T3_NA_01"
"CH_Gfeller_Hans_1897__1","NT_LE-LH_T3_NA_01"
"CH_Gianella_Ugo_1920__1","NT_LE-LH_T3_NA_01"
"CH_Giezendanner_Ulrich_1953__1","NT_LE-LH_T3_NA_01"
"CH_Giger_Titus_1932__1","NT_LE-LH_T3_NA_01"
"CH_Gilli_Yvonne_1957__1","NT_LE-LH_T3_NA_01"
"CH_Giovanoli_Fritz_1898__1","NT_LE-LH_T3_NA_01"
"CH_Giovanoli_Fritz_1898__2","NT_LE-LH_T3_NA_01"
"CH_Giovanoli_Fritz_1898__3","NT_LE-LH_T3_NA_01"
"CH_Girard_Gertrude_1913__1","NT_LE-LH_T3_NA_01"
"CH_Girard_Julien_1905__1","NT_LE-LH_T3_NA_01"
"CH_Girardin_Lise_1921__1","NT_LE-UH_T3_NA_01"
"CH_Girod_Bastien_1980__15","NT_LE-LH_T3_NA_01"
"CH_Giroud_Emile_1896__1","NT_LE-LH_T3_NA_01"
"CH_Giroud_Emile_1896__2","NT_LE-LH_T3_NA_01"
"CH_Gitermann_Valentin_1900__1","NT_LE-LH_T3_NA_01"
"CH_Giudici_Luciano_1938__1","NT_LE-LH_T3_NA_01"
"CH_Glaettli_Balthasar_1972__1","NT_LE-LH_T3_NA_01"
"CH_Glanzmann_Ida_1958__1","NT_LE-LH_T3_NA_01"
"CH_Glarner_Andreas_1962__1","NT_LE-LH_T3_NA_01"
"CH_Glarner_Jacques_1908__1","NT_LE-LH_T3_NA_01"
"CH_Glasson_Gerard_1918__1","NT_LE-LH_T3_NA_01"
"CH_Glasson_Jean_1949__1","NT_LE-LH_T3_NA_01"
"CH_Glasson_Pierre_1907__1","NT_LE-LH_T3_NA_01"
"CH_Glasson_Pierre_1907__2","NT_LE-LH_T3_NA_01"
"CH_Glatthard_Karl_1913__1","NT_LE-LH_T3_NA_01"
"CH_Glauser_Alice_1954__20","NT_LE-LH_T3_NA_01"
"CH_Glauser_Alice_1954__21","NT_LE-LH_T3_NA_01"
"CH_Gloor_Jean_1924__1","NT_LE-LH_T3_NA_01"
"CH_Gloor_Walter_1904__1","NT_LE-LH_T3_NA_01"
"CH_Glur_Walter_1943__1","NT_LE-LH_T3_NA_01"
