sep=,
"parliament_id","leg_period_start","leg_period_end","level","country_abb","region_abb","leg_period","assembly_name","assembly_abb","coalition_parties","previous_parliament","next_parliament","parliament_size","election_date","election_type"
"US_NT-SE_1953","03jan1953","03jan1955","NT","US",NA,83,"Senate","SE",NA,"US_NT-SE_1951","US_NT-SE_1955",96,"04nov1952","regular"
"US_NT-HR_1955","03jan1955","03jan1957","NT","US",NA,84,"House of Representatives","HR",NA,"US_NT-HR_1953","US_NT-HR_1957",435,"02nov1954","regular"
"US_NT-SE_1955","03jan1955","03jan1957","NT","US",NA,84,"Senate","SE",NA,"US_NT-SE_1953","US_NT-SE_1957",96,"02nov1954","regular"
"US_NT-HR_1957","03jan1957","03jan1959","NT","US",NA,85,"House of Representatives","HR",NA,"US_NT-HR_1955","US_NT-HR_1959",435,"06nov1956","regular"
"US_NT-SE_1957","03jan1957","03jan1959","NT","US",NA,85,"Senate","SE",NA,"US_NT-SE_1955","US_NT-SE_1959",96,"06nov1956","regular"
"US_NT-HR_1959","03jan1959","03jan1961","NT","US",NA,86,"House of Representatives","HR",NA,"US_NT-HR_1957","US_NT-HR_1961",435,"04nov1958","regular"
"US_NT-SE_1959","03jan1959","03jan1961","NT","US",NA,86,"Senate","SE",NA,"US_NT-SE_1957","US_NT-SE_1961",100,"04nov1958","regular"
"US_NT-HR_1961","03jan1961","03jan1963","NT","US",NA,87,"House of Representatives","HR",NA,"US_NT-HR_1959","US_NT-HR_1963",437,"08nov1960","regular"
"US_NT-SE_1961","03jan1961","03jan1963","NT","US",NA,87,"Senate","SE",NA,"US_NT-SE_1959","US_NT-SE_1963",100,"08nov1960","regular"
"US_NT-HR_1963","03jan1963","03jan1965","NT","US",NA,88,"House of Representatives","HR",NA,"US_NT-HR_1961","US_NT-HR_1965",435,"06nov1962","regular"
"US_NT-SE_1963","03jan1963","03jan1965","NT","US",NA,88,"Senate","SE",NA,"US_NT-SE_1961","US_NT-SE_1965",100,"06nov1962","regular"
"US_NT-HR_1965","03jan1965","03jan1967","NT","US",NA,89,"House of Representatives","HR",NA,"US_NT-HR_1963","US_NT-HR_1967",435,"03nov1964","regular"
"US_NT-SE_1965","03jan1965","03jan1967","NT","US",NA,89,"Senate","SE",NA,"US_NT-SE_1963","US_NT-SE_1967",100,"03nov1964","regular"
"US_NT-HR_1967","03jan1967","03jan1969","NT","US",NA,90,"House of Representatives","HR",NA,"US_NT-HR_1965","US_NT-HR_1969",435,"08nov1966","regular"
"US_NT-SE_1967","03jan1967","03jan1969","NT","US",NA,90,"Senate","SE",NA,"US_NT-SE_1965","US_NT-SE_1969",100,"08nov1966","regular"
"US_NT-HR_1969","03jan1969","03jan1971","NT","US",NA,91,"House of Representatives","HR",NA,"US_NT-HR_1967","US_NT-HR_1971",435,"05nov1968","regular"
"US_NT-SE_1969","03jan1969","03jan1971","NT","US",NA,91,"Senate","SE",NA,"US_NT-SE_1967","US_NT-SE_1971",100,"05nov1968","regular"
"US_NT-HR_1971","03jan1971","03jan1973","NT","US",NA,92,"House of Representatives","HR",NA,"US_NT-HR_1969","US_NT-HR_1973",435,"03nov1970","regular"
"US_NT-SE_1971","03jan1971","03jan1973","NT","US",NA,92,"Senate","SE",NA,"US_NT-SE_1969","US_NT-SE_1973",100,"03nov1970","regular"
"US_NT-HR_1973","03jan1973","03jan1975","NT","US",NA,93,"House of Representatives","HR",NA,"US_NT-HR_1971","US_NT-HR_1975",435,"07nov1972","regular"
"US_NT-SE_1973","03jan1973","03jan1975","NT","US",NA,93,"Senate","SE",NA,"US_NT-SE_1971","US_NT-SE_1975",100,"07nov1972","regular"
"US_NT-HR_1975","03jan1975","03jan1977","NT","US",NA,94,"House of Representatives","HR",NA,"US_NT-HR_1973","US_NT-HR_1977",435,"05nov1974","regular"
"US_NT-SE_1975","03jan1975","03jan1977","NT","US",NA,94,"Senate","SE",NA,"US_NT-SE_1973","US_NT-SE_1977",100,"05nov1974","regular"
"US_NT-HR_1977","03jan1977","03jan1979","NT","US",NA,95,"House of Representatives","HR",NA,"US_NT-HR_1975","US_NT-HR_1979",435,"02nov1976","regular"
"US_NT-SE_1977","03jan1977","03jan1979","NT","US",NA,95,"Senate","SE",NA,"US_NT-SE_1975","US_NT-SE_1979",100,"02nov1976","regular"
"US_NT-HR_1979","03jan1979","03jan1981","NT","US",NA,96,"House of Representatives","HR",NA,"US_NT-HR_1977","US_NT-HR_1981",435,"07nov1978","regular"
"US_NT-SE_1979","03jan1979","03jan1981","NT","US",NA,96,"Senate","SE",NA,"US_NT-SE_1977","US_NT-SE_1981",100,"07nov1978","regular"
"US_NT-HR_1981","03jan1981","03jan1983","NT","US",NA,97,"House of Representatives","HR",NA,"US_NT-HR_1979","US_NT-HR_1983",435,"04nov1980","regular"
"US_NT-SE_1981","03jan1981","03jan1983","NT","US",NA,97,"Senate","SE",NA,"US_NT-SE_1979","US_NT-SE_1983",100,"04nov1980","regular"
"US_NT-HR_1983","03jan1983","03jan1985","NT","US",NA,98,"House of Representatives","HR",NA,"US_NT-HR_1981","US_NT-HR_1985",435,"02nov1982","regular"
"US_NT-SE_1983","03jan1983","03jan1985","NT","US",NA,98,"Senate","SE",NA,"US_NT-SE_1981","US_NT-SE_1985",100,"02nov1982","regular"
"US_NT-HR_1985","03jan1985","03jan1987","NT","US",NA,99,"House of Representatives","HR",NA,"US_NT-HR_1983","US_NT-HR_1987",435,"06nov1984","regular"
"US_NT-SE_1985","03jan1985","03jan1987","NT","US",NA,99,"Senate","SE",NA,"US_NT-SE_1983","US_NT-SE_1987",100,"06nov1984","regular"
"US_NT-HR_1987","03jan1987","03jan1989","NT","US",NA,100,"House of Representatives","HR",NA,"US_NT-HR_1985","US_NT-HR_1989",435,"04nov1986","regular"
"US_NT-SE_1987","03jan1987","03jan1989","NT","US",NA,100,"Senate","SE",NA,"US_NT-SE_1985","US_NT-SE_1989",100,"04nov1986","regular"
"US_NT-HR_1989","03jan1989","03jan1991","NT","US",NA,101,"House of Representatives","HR",NA,"US_NT-HR_1987","US_NT-HR_1991",435,"08nov1988","regular"
"US_NT-SE_1989","03jan1989","03jan1991","NT","US",NA,101,"Senate","SE",NA,"US_NT-SE_1987","US_NT-SE_1991",100,"08nov1988","regular"
"US_NT-HR_1991","03jan1991","03jan1993","NT","US",NA,102,"House of Representatives","HR",NA,"US_NT-HR_1989","US_NT-HR_1993",435,"06nov1990","regular"
"US_NT-SE_1991","03jan1991","03jan1993","NT","US",NA,102,"Senate","SE",NA,"US_NT-SE_1989","US_NT-SE_1993",100,"06nov1990","regular"
"US_NT-HR_1993","03jan1993","03jan1995","NT","US",NA,103,"House of Representatives","HR",NA,"US_NT-HR_1991","US_NT-HR_1995",435,"03nov1992","regular"
"US_NT-SE_1993","03jan1993","03jan1995","NT","US",NA,103,"Senate","SE",NA,"US_NT-SE_1991","US_NT-SE_1995",100,"03nov1992","regular"
"US_NT-HR_1995","03jan1995","03jan1997","NT","US",NA,104,"House of Representatives","HR",NA,"US_NT-HR_1993","US_NT-HR_1997",435,"08nov1994","regular"
"US_NT-SE_1995","03jan1995","03jan1997","NT","US",NA,104,"Senate","SE",NA,"US_NT-SE_1993","US_NT-SE_1997",100,"08nov1994","regular"
"US_NT-HR_1997","03jan1997","03jan1999","NT","US",NA,105,"House of Representatives","HR",NA,"US_NT-HR_1995","US_NT-HR_1999",435,"05nov1996","regular"
"US_NT-SE_1997","03jan1997","03jan1999","NT","US",NA,105,"Senate","SE",NA,"US_NT-SE_1995","US_NT-SE_1999",100,"05nov1996","regular"
"US_NT-HR_1999","03jan1999","03jan2001","NT","US",NA,106,"House of Representatives","HR",NA,"US_NT-HR_1997","US_NT-HR_2001",435,"03nov1998","regular"
"US_NT-SE_1999","03jan1999","03jan2001","NT","US",NA,106,"Senate","SE",NA,"US_NT-SE_1997","US_NT-SE_2001",100,"03nov1998","regular"
"US_NT-HR_2001","03jan2001","03jan2003","NT","US",NA,107,"House of Representatives","HR",NA,"US_NT-HR_1999","US_NT-HR_2003",435,"07nov2000","regular"
"US_NT-SE_2001","03jan2001","03jan2003","NT","US",NA,107,"Senate","SE",NA,"US_NT-SE_1999","US_NT-SE_2003",100,"07nov2000","regular"
"US_NT-HR_2003","03jan2003","03jan2005","NT","US",NA,108,"House of Representatives","HR",NA,"US_NT-HR_2001","US_NT-HR_2005",435,"05nov2002","regular"
"US_NT-SE_2003","03jan2003","03jan2005","NT","US",NA,108,"Senate","SE",NA,"US_NT-SE_2001","US_NT-SE_2005",100,"05nov2002","regular"
"US_NT-HR_2005","03jan2005","03jan2007","NT","US",NA,109,"House of Representatives","HR",NA,"US_NT-HR_2003","US_NT-HR_2007",435,"02nov2004","regular"
"US_NT-SE_2005","03jan2005","03jan2007","NT","US",NA,109,"Senate","SE",NA,"US_NT-SE_2003","US_NT-SE_2007",100,"02nov2004","regular"
"US_NT-HR_2007","03jan2007","03jan2009","NT","US",NA,110,"House of Representatives","HR",NA,"US_NT-HR_2005","US_NT-HR_2009",435,"07nov2006","regular"
"US_NT-SE_2007","03jan2007","03jan2009","NT","US",NA,110,"Senate","SE",NA,"US_NT-SE_2005","US_NT-SE_2009",100,"07nov2006","regular"
"US_NT-HR_2009","03jan2009","03jan2011","NT","US",NA,111,"House of Representatives","HR",NA,"US_NT-HR_2007","US_NT-HR_2011",435,"04nov2008","regular"
"US_NT-SE_2009","03jan2009","03jan2011","NT","US",NA,111,"Senate","SE",NA,"US_NT-SE_2007","US_NT-SE_2011",100,"04nov2008","regular"
"US_NT-HR_2011","03jan2011","03jan2013","NT","US",NA,112,"House of Representatives","HR",NA,"US_NT-HR_2009","US_NT-HR_2013",435,"02nov2010","regular"
"US_NT-SE_2011","03jan2011","03jan2013","NT","US",NA,112,"Senate","SE",NA,"US_NT-SE_2009","US_NT-SE_2013",100,"02nov2010","regular"
"US_NT-HR_2013","03jan2013","03jan2015","NT","US",NA,113,"House of Representatives","HR",NA,"US_NT-HR_2011","US_NT-HR_2015",435,"06nov2012","regular"
"US_NT-SE_2013","03jan2013","03jan2015","NT","US",NA,113,"Senate","SE",NA,"US_NT-SE_2011","US_NT-SE_2015",100,"06nov2012","regular"
"US_NT-HR_2015","03jan2015","03jan2017","NT","US",NA,114,"House of Representatives","HR",NA,"US_NT-HR_2013","US_NT-HR_2017",435,"04nov2014","regular"
"US_NT-SE_2015","03jan2015","03jan2017","NT","US",NA,114,"Senate","SE",NA,"US_NT-SE_2013","US_NT-SE_2017",100,"04nov2014","regular"
"US_NT-HR_2017","03jan2017","03jan2019","NT","US",NA,115,"House of Representatives","HR",NA,"US_NT-HR_2015","US_NT-HR_2019",435,"08nov2016","regular"
"US_NT-SE_2017","03jan2017","03jan2019","NT","US",NA,115,"Senate","SE",NA,"US_NT-SE_2015","US_NT-SE_2019",100,"08nov2016","regular"
"US_NT-HR_2019","03jan2019","03jan2021","NT","US",NA,116,"House of Representatives","HR",NA,"US_NT-HR_2017","US_NT-HR_2021",435,"06nov2018","regular"
"US_NT-SE_2019","03jan2019","03jan2021","NT","US",NA,116,"Senate","SE",NA,"US_NT-SE_2017","US_NT-SE_2021",100,"06nov2018","regular"
"US_NT-HR_2021","03jan2021","03jan2023","NT","US",NA,117,"House of Representatives","HR",NA,"US_NT-HR_2019","US_NT-HR_2023",435,"03nov2020","regular"
"US_NT-SE_2021","03jan2021","03jan2023","NT","US",NA,117,"Senate","SE",NA,"US_NT-SE_2019","US_NT-SE_2023",100,"03nov2020","regular"
"US_NT-HR_2023","03jan2023","03jan2025","NT","US",NA,118,"House of Representatives","HR",NA,"US_NT-HR_2021","US_NT-HR_2025",435,"08nov2022","regular"
"US_NT-SE_2023","03jan2023","03jan2025","NT","US",NA,118,"Senate","SE",NA,"US_NT-SE_2021","US_NT-SE_2025",100,"08nov2022","regular"
"US_NT-HR_2025","03jan2025","03jan2027","NT","US",NA,119,"House of Representatives","HR",NA,"US_NT-HR_2023",NA,435,"05nov2024","regular"
"US_NT-SE_2025","03jan2025","03jan2027","NT","US",NA,119,"Senate","SE",NA,"US_NT-SE_2023",NA,100,"05nov2024","regular"
